FEN
r3k3p1bq1pp12p2nr12Pp1b1pP2Pp32N1P2P1B1NBQ2R4K1R
r3k3p1bq1pp12p2nr12Pp1b1pP2Pp32N1P2P1B1NBQ2R4KR1
r3k3p1bq1pp12p2nr12Pp3pP2Pp32N1P2b1B1NBQ2R4KR1
r3k3p1bq1pp12p2nr12Pp3pP2Pp32N1P2b1B1NBQ2R3K1R1
r3k3p1bq1pp12p3r12Pp3pP2Pp1n12N1P2b1B1NBQ2R3K1R1
r3k3p1bq1pp12p3r12Pp3pP2Pp1B12N1P2b1B1N1Q2R3K1R1
r3k3p1bq1pp12p3r12Pp3pP2Pp1b12N1P31B1N1Q2R3K1R1
r3k3p1bq1pp12p3r12Pp3pP2Pp1b14P31B1NNQ2R3K1R1
r3k3p1b1qpp12p3r12Pp3pP2Pp1b14P31B1NNQ2R3K1R1
r3k3p1b1qpp12p3r12Pp3pP2PpNb14P31B1N1Q2R3K1R1
r3k3p1b1qpp12p4r2Pp3pP2PpNb14P31B1N1Q2R3K1R1
r3k3p1b1qpp12p4r2Pp3pP2PpNb12B1P33N1Q2R3K1R1
r3k3p1b1qp22p4r2Pp2ppP2PpNb12B1P33N1Q2R3K1R1
r3k3p1b1qp22p4r2Pp2ppP2Pp1b12B1P33NNQ2R3K1R1
r3k3p1b1qp22p2r22Pp2ppP2Pp1b12B1P33NNQ2R3K1R1
r3k3p1b1qp22p2r22Pp2ppP2Pp1b12B1P33NN1Q1R3K1R1
r3k3p1b1qp22p52Pp2ppP2Pp1b12B1Pr23NN1Q1R3K1R1
r3k3p1b1qp22p52Pp2ppP2Pp1b12B1Pr24N1Q1R3KNR1
1r2k3p1b1qp22p52Pp2ppP2Pp1b12B1Pr24N1Q1R3KNR1
1r2k3p1b1qp22p52Pp2ppP2Pp1b12B1Pr23KN1Q1R4NR1
1r2k3p1b1q32p52Pp1pppP2Pp1b12B1Pr23KN1Q1R4NR1
1r2k3p1b1q32p5P1Pp1ppp3Pp1b12B1Pr23KN1Q1R4NR1
1r2k3p1b1q32p5P1Pp2pp3Pppb12B1Pr23KN1Q1R4NR1
1r2k3p1b1q32p5P1Pp2pp3Pppb12B1Pr23KN1Q1R4N1R
1r2k3p1b2q22p5P1Pp2pp3Pppb12B1Pr23KN1Q1R4N1R
1r2k3p1b2q22p5P1Pp2pp3Pppb12B1Pr23KN1Q14RN1R
1r2k3p1b2q22p5P1Pp2pp3Pp1b12B1pr23KN1Q14RN1R
1r2k3p1b2q22p5P1Pp2pp3Pp1b12B1Nr23KN1Q14R2R
1r2k3p1b2q22p5P1Pp2pp3Pp1b12B1N33KNrQ14R2R
1r2k3p1b2q22p5P1Pp2pp3Pp1b12B1N33KNQ24R2R
1r2k3p1b52p5P1Pp2pp3Pp1b12B1N33KNq24R2R
1r2k3p1b52p5P1Pp2pp3Pp1N12B53KNq24R2R
1r2k3p72p5P1Pp2pp3PpbN12B53KNq24R2R
1r2k3p72p5P1Pp2pp3PpbN12B52K1Nq24R2R
1r2k3p72p5P1Pp2p13Ppbp12B52K1Nq24R2R
1r2k3p72p5P1Pp2p13Ppbp182KBNq24R2R
1r2k3p72p5P1Pp2p13P1bp14p32KBNq24R2R
1r2k3p72p5P1Pp2p13P1bp14p32K1Nq22B1R2R
1r2k3p72p5P1Pp2p13P1bp14p32K1N1q12B1R2R
1r2k3p72p5P1Pp2p13P1bp12K1p34N1q12B1R2R
1r6p2k42p5P1Pp2p13P1bp12K1p34N1q12B1R2R
1r6p2k3R2p5P1Pp2p13P1bp12K1p34N1q12B1R3
1r6p6R2p1k3P1Pp2p13P1bp12K1p34N1q12B1R3
1r6p72p1k2RP1Pp2p13P1bp12K1p34N1q12B1R3
1r6p72p4RP1Pp1kp13P1bp12K1p34N1q12B1R3
1r6p72p4RP1Pp1kp13P1bp12K1B34N1q14R3
1r6p72p4RP1Pp1kp13P2p12K1b34N1q14R3
1r6p72p4RP1Pp1kp13P2p12K1b34N1q15R2
1r6p72p4RP1Pp1kp13P1bp12K54N1q15R2
rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
r1bqkbnrpppp1ppp2n54p33PP35N2PPP2PPPRNBQKB1R
r1bqkbnrpppp1ppp2n583pP35N2PPP2PPPRNBQKB1R
r1bqkbnrpppp1ppp2n583NP38PPP2PPPRNBQKB1R
r1bqkb1rpppp1ppp2n2n283NP38PPP2PPPRNBQKB1R
r1bqkb1rpppp1ppp2n2n283NP32N5PPP2PPPR1BQKB1R
r1bqk2rpppp1ppp2n2n281b1NP32N5PPP2PPPR1BQKB1R
r1bqk2rpppp1ppp2N2n281b2P32N5PPP2PPPR1BQKB1R
r1bqk2rp1pp1ppp2p2n281b2P32N5PPP2PPPR1BQKB1R
r1bqk2rp1pp1ppp2p2n281b2P32NB4PPP2PPPR1BQK2R
r1bqk2rp1p2ppp2p2n23p41b2P32NB4PPP2PPPR1BQK2R
r1bqk2rp1p2ppp2p2n23P41b62NB4PPP2PPPR1BQK2R
r1bqk2rp1p2ppp5n23p41b62NB4PPP2PPPR1BQK2R
r1bqk2rp1p2ppp5n23p41b62NB4PPP2PPPR1BQ1RK1
r1bq1rk1p1p2ppp5n23p41b62NB4PPP2PPPR1BQ1RK1
r1bq1rk1p1p2ppp5n23p2B11b62NB4PPP2PPPR2Q1RK1
r1bq1rk1p4ppp2p2n23p2B11b62NB4PPP2PPPR2Q1RK1
r1bq1rk1p4ppp2p2n23p2B11b63B4PPP1NPPPR2Q1RK1
r1bq1rk1p4ppp2pb1n23p2B183B4PPP1NPPPR2Q1RK1
r1bq1rk1p4ppp2pb1n23p2B183B2N1PPP2PPPR2Q1RK1
r1bq1rk1p4pp12pb1n1p3p2B183B2N1PPP2PPPR2Q1RK1
r1bq1rk1p4pp12pb1n1p3p483B2N1PPPB1PPPR2Q1RK1
r1bq1rk1p4pp12pb3p3p46n13B2N1PPPB1PPPR2Q1RK1
r1bq1rk1p4pp12pb3p3p46n16N1PPPBBPPPR2Q1RK1
r1b2rk1p4pp12pb3p3p46nq6N1PPPBBPPPR2Q1RK1
r1b2rk1p4pp12pb3p3p46Bq6N1PPPB1PPPR2Q1RK1
r4rk1p4pp12pb3p3p46bq6N1PPPB1PPPR2Q1RK1
r4rk1p4pp12pb3p3p46bq6N1PPPB1PPPR1Q2RK1
r4rk1p4pp12pb3p3p47q6N1PPPBbPPPR1Q2RK1
r4rk1p4pp12pb3p3p47q6N1PPPBbPPPR1Q1R1K1
r4rk1p4pp1b1pb3p3p47q6N1PPPB1PPPR1Q1R1K1
r4rk1p4pp1b1pb3p3p47q2B3N1PPP2PPPR1Q1R1K1
r4rk1p5p1b1pb3p3p1p27q2B3N1PPP2PPPR1Q1R1K1
r4rk1p5p1b1pbR2p3p1p27q2B3N1PPP2PPPR1Q3K1
3r1rk1p5p1b1pbR2p3p1p27q2B3N1PPP2PPPR1Q3K1
3r1rk1p5p1b1pbR2p3p1p27q2B3N1PPPQ1PPPR5K1
3r1rk1p5p1b1pbR2p5p23p3q2B3N1PPPQ1PPPR5K1
3r1rk1p5p1b1pbR2pB4p23p3q6N1PPPQ1PPPR5K1
5rk1p2r2p1b1pbR2pB4p23p3q6N1PPPQ1PPPR5K1
5rk1p2r2p1b1pR3pB4p23p3q6N1PPPQ1PPPR5K1
5rk1p5p1b1pr3pB4p23p3q6N1PPPQ1PPPR5K1
5rk1p5p1b1pr3p5p21B1p3q6N1PPPQ1PPPR5K1
5rk1p5p1b1pr1q1p5p21B1p46N1PPPQ1PPPR5K1
5rk1p5p1b1pr1q1p5p21B1p46N1PPPQ1PPP3R2K1
5rk1p5p1b1p2q1p3r1p21B1p46N1PPPQ1PPP3R2K1
5Bk1p5p1b1p2q1p3r1p23p46N1PPPQ1PPP3R2K1
5qk1p5p1b1p4p3r1p23p46N1PPPQ1PPP3R2K1
5qk1p5p1b1p4p3r1p1N3p48PPPQ1PPP3R2K1
4q1k1p5p1b1p4p3r1p1N3p48PPPQ1PPP3R2K1
4q1k1p5p1b1p4p3r1p23p1N28PPPQ1PPP3R2K1
4q1k1p5p1b1p4p4rp23p1N28PPPQ1PPP3R2K1
4q1k1p5p1b1p4p4rp23p1N1P8PPPQ1PP13R2K1
4q1k1p5p1b6p2p1rp23p1N1P8PPPQ1PP13R2K1
4q1k1p5p1b6p2p1rp1P3p1N28PPPQ1PP13R2K1
4q1k1p5p1b6p2p2p1P3prN28PPPQ1PP13R2K1
4q1k1p5p1b6p2p2p1P3prN22P5PP1Q1PP13R2K1
1q4k1p5p1b6p2p2p1P3prN22P5PP1Q1PP13R2K1
1q4k1p5p1b6p2p2p1P3prN22P3P1PP1Q1P23R2K1
6k1p5p1b6p2p1qp1P3prN22P3P1PP1Q1P23R2K1
6k1p5p1b5Np2p1qp1P3pr32P3P1PP1Q1P23R2K1
6k1p5p1b2q2Np2p2p1P3pr32P3P1PP1Q1P23R2K1
6k1p5p1b2q3p2p2p1P3prN22P3P1PP1Q1P23R2K1
6k1p5p1b2q3p2p2p1P4rN22Pp2P1PP1Q1P23R2K1
6k1p5p1b2q3p2p2p1P4rN21PPp2P1P2Q1P23R2K1
6k1p5p1b2q3p5p1P2p1rN21PPp2P1P2Q1P23R2K1
6k1p5p1b2q3p5p1P2p1rN21PPp2P1P2Q1P21R4K1
8p5pkb2q3p5p1P2p1rN21PPp2P1P2Q1P21R4K1
8p5pkb2q3p5p1P2p1rN21PPp2P1P2Q1P1K1R6
8p5pkbq5p5p1P2p1rN21PPp2P1P2Q1P1K1R6
8p5pkbq5p5p1P2p1rN21PPp2P1P2Q1P21R4K1
8pb4pk1q5p5p1P2p1rN21PPp2P1P2Q1P21R4K1
8pb4pk1q5p5p1P2p1rN21PPp2P1PR1Q1P26K1
8pb4pk2q4p5p1P2p1rN21PPp2P1PR1Q1P26K1
8pb4pk2q4p5p1P2p1rN21PPp1PP1PR1Q46K1
8pb4pk7p2q2p1P2p1rN21PPp1PP1PR1Q46K1
8pb4pk7p2q2p1P2p1rN21PPp1PP1PR3Q26K1
8pb4pk7p2q2p1P2p2N21PPp1PP1PR3Q24r1K1
8pb4pk7p2q2p1P2p2N21PPp1PP1PR3Q1K4r3
8pb4pk7p5p1P2p2N21PPp1PP1PR3q1K4r3
8pb4pk7p5p1P2p2N21PPp1PP1P4R1K4r3
8p5pk7p5p1P2p2N21PPp1bP1P4R1K4r3
8p5pk7p5p1P2p2NP11PPp1b2P4R1K4r3
8p5pk7p5p1P2p2NP11PPp4P3bR1K4r3
8p5pk7p5p1P2p3P11PPp4P3bRNK4r3
8p5pk7p5p1P2p3P11PP5P2pbRNK4r3
8p5pk7p5p1P2p3P11PP1N3P2pbR1K4r3
8p5pk7p5p1P6P11pP1N3P2pbR1K4r3
8p5pk7p5p1P6P11PP1N33pbR1K4r3
8p5pk7p5p1P6b11PP1N33p1R1K4r3
rn1qkbnrpp2pppp2p53p1b22PP4P3P31P3PPPRNBQKBNR
rn1qkbnrpp3ppp2p1p33p1b22PP4P3P31P3PPPRNBQKBNR
rn1qkbnrpp3ppp2p1p32Pp1b23P4P3P31P3PPPRNBQKBNR
rn1qkbnr1p3ppp2p1p3p1Pp1b23P4P3P31P3PPPRNBQKBNR
rn1qkbnr1p3ppp2p1p3p1Pp1b23P4PQ2P31P3PPPRNB1KBNR
rn2kbnr1pq2ppp2p1p3p1Pp1b23P4PQ2P31P3PPPRNB1KBNR
rn2kbnr1pq2ppp2p1p3p1Pp1b23P4PQN1P31P3PPPR1B1KBNR
r3kbnr1pqn1ppp2p1p3p1Pp1b23P4PQN1P31P3PPPR1B1KBNR
r3kbnr1pqn1ppp2p1p3p1Pp1b2N2P4PQ2P31P3PPPR1B1KBNR
r3kb1r1pqn1ppp2p1pn2p1Pp1b2N2P4PQ2P31P3PPPR1B1KBNR
r3kb1r1pqn1ppp2p1pn2p1Pp1b2N2P4PQ2P31P2NPPPR1B1KB1R
r3k2r1pqnbppp2p1pn2p1Pp1b2N2P4PQ2P31P2NPPPR1B1KB1R
r3k2r1pqnbppp2p1pn2p1Pp1b2N2P4PQ2P1N11P3PPPR1B1KB1R
r3k2r1pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P3PPPR1B1KB1R
r3k2r1pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P1B1PPPR3KB1R
r4rk11pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P1B1PPPR3KB1R
r4rk11pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P1BBPPPR3K2R
rr4k11pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P1BBPPPR3K2R
rr4k11pqnbppp2p1pnb1p1Pp4N2P4PQ2P1N11P1BBPPPR4RK1
rr4k12qnbppp1pp1pnb1p1Pp4N2P4PQ2P1N11P1BBPPPR4RK1
rr4k12qnbppp1Pp1pnb1p2p4N2P4PQ2P1N11P1BBPPPR4RK1
rr4k12q1bppp1np1pnb1p2p4N2P4PQ2P1N11P1BBPPPR4RK1
rr4k12q1bppp1Np1pnb1p2p43P4PQ2P1N11P1BBPPPR4RK1
r5k12q1bppp1rp1pnb1p2p43P4PQ2P1N11P1BBPPPR4RK1
r5k12q1bppp1rp1pnb1p2p43P4P1Q1P1N11P1BBPPPR4RK1
r5k11q2bppp1rp1pnb1p2p43P4P1Q1P1N11P1BBPPPR4RK1
r5k11q2bppp1rp1pnb1p2p43P4P1Q1P1N1RP1BBPPP5RK1
r5k11q1nbppp1rp1p1b1p2p43P4P1Q1P1N1RP1BBPPP5RK1
r5k11q1nbppp1rp1p1b1p2p43P4P1Q1P1N1RP1B1PPP3B1RK1
r5k11q1nbppp1r2p1b1p1pp43P4P1Q1P1N1RP1B1PPP3B1RK1
r5k11q1nbppp1r2p1b1p1pp4B2P4P1Q1P1N1RP1B1PPP5RK1
r5k11q1nbppp1r2p1b1p2p4B1pP4P1Q1P1N1RP1B1PPP5RK1
r5k11q1nbppp1r2p1b1p2p4B1pP4P3P1N1RP1B1PPP2Q2RK1
r5k11q2bppp1r2pnb1p2p4B1pP4P3P1N1RP1B1PPP2Q2RK1
r5k11q2bppp1r2pnb1p2p4B1pP4P1B1P1N1RP3PPP2Q2RK1
r5k11q3ppp1r1bpnb1p2p4B1pP4P1B1P1N1RP3PPP2Q2RK1
r5k11q3ppp1r1bpnb1p2p4B1pP4P1B1PPN1RP4PP2Q2RK1
rq4k15ppp1r1bpnb1p2p4B1pP4P1B1PPN1RP4PP2Q2RK1
rq4k15ppp1r1bpnb1p2p4B1pP1P2P1B1P1N1RP4PP2Q2RK1
rq4k15ppp1r1bpn2p2p4B1pP1P2P1BbP1N1RP4PP2Q2RK1
rq4k15ppp1r1bpn2p2p4B1pP1P2P1BbP1N1RP4PP2Q1R1K1
rq4k15pp11r1bpn2p2p3pB1pP1P2P1BbP1N1RP4PP2Q1R1K1
rq4k15pp11r1bpn2p2p3pB1pP1P1PP1BbP1N1RP4P12Q1R1K1
r2q2k15pp11r1bpn2p2p3pB1pP1P1PP1BbP1N1RP4P12Q1R1K1
r2q2k15pp11r1bpn2p2p3p2pP1P1PP1BbP1N1RP4P12QBR1K1
r2q2k15p21r1bpnp1p2p3p2pP1P1PP1BbP1N1RP4P12QBR1K1
r2q2k15p21r1bpnp1p2p3p2pP1P1PP1BbP1N1RP1Q2P13BR1K1
rr1q2k15p23bpnp1p2p3p2pP1P1PP1BbP1N1RP1Q2P13BR1K1
rr1q2k15p23bpnp1p2p3p2pP1P1PP1BbP1N1RP3QP13BR1K1
rr1q2k14bp24pnp1p2p3p2pP1P1PP1BbP1N1RP3QP13BR1K1
rr1q2k14bp24pnp1p2p3p2pP1P1PP1BbPBN1RP3QP14R1K1
rr1q2k14bp24p1p1p2p3p2pPnP1PP1BbPBN1RP3QP14R1K1
rr1q2k14bp24p1p1p2p3p2pPBP1PP1BbP1N1RP3QP14R1K1
rr1q2k14bp24p1p1p6p2pPpP1PP1BbP1N1RP3QP14R1K1
rr1q2k14bp24p1p1p6p2pPpP1PP1BbP3RP3QP14R1KN
rr1q2k15p24p1p1p6p2pPpP1bP1BbP3RP3QP14R1KN
rr1q2k15p24p1p1p6p2pPpP1bP1BbP1P1RP3Q24R1KN
rr1q2k14bp24p1p1p6p2pPpP2P1BbP1P1RP3Q24R1KN
rr1q2k14bp24p1p1p6p2pPpP2P1BbP1P1RP1Q44R1KN
rr4k14bp24p1p1p2q3p2pPpP2P1BbP1P1RP1Q44R1KN
rr4k14bp24p1p1p2q3p2pPpP2P1BbP1P1RP1Q1N24R1K1
rr4k14bp24p1p13q3pp1pPpP2P1BbP1P1RP1Q1N24R1K1
rr4k14bp24p1p13q3pp1pPpP2P1BbP1P1RP1Q1NK14R3
r5k14bp24p1p13q3pp1pPpP2PrBbP1P1RP1Q1NK14R3
r5k14bp24p1p13q3pp1pPpP2PrBbP1P1RP1Q1NK17R
r74bpk14p1p13q3pp1pPpP2PrBbP1P1RP1Q1NK17R
r74bpk14p1p13q3pp1pPpP2PrBbP1P11P1Q1NK1R6R
r2b45pk14p1p13q3pp1pPpP2PrBbP1P11P1Q1NK1R6R
r2b45pk14p1p13q3pp1pPpPP1PrBbP31P1Q1NK1R6R
r2b45pk14p1p13q4p1pPpPp1PrBbP31P1Q1NK1R6R
r2b45pk14p1p13q4p1pPpPN1PrBbP31P1Q2K1R6R
r75pk14p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R6R
r75pkR4p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
r4k25p1R4p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
r4k1R5p24p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
r6R5pk14p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
r4k25p1R4p1p1b2q4p1pPpPN1PrBbP31P3QK1R7
r2b1k25p1R4p1p13q4p1pPpPN1PrBbP31P3QK1R7
r2b1k25p1R4p1p13qN3p1pPpP2PrBbP31P3QK1R7
r2b2k15p1R4p1p13qN3p1pPpP2PrBbP31P3QK1R7
r2b2k15p1R4p1p13qN3p1pPpP2PrBbP31P3QK17R
r5k15p1R4pbp13qN3p1pPpP2PrBbP31P3QK17R
r5k15R24pbp13qN3p1pPpP2PrBbP31P3QK17R
5rk15R24pbp13qN3p1pPpP2PrBbP31P3QK17R
5rk184pRp13qN3p1pPpP2PrBbP31P3QK17R
r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R
r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQK2R
r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQ1RK1
r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQ1RK1
r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQR1K1
r1bqkb1rpppp1ppp2nn41B2p385N2PPPP1PPPRNBQR1K1
r1bqkb1rpppp1ppp2nn41B2N388PPPP1PPPRNBQR1K1
r1bqkb1rpppp1ppp3n41B2n388PPPP1PPPRNBQR1K1
r1bqkb1rpppp1ppp3n41B2R388PPPP1PPPRNBQ2K1
r1bqk2rppppbppp3n41B2R388PPPP1PPPRNBQ2K1
r1bqk2rppppbppp3n44R388PPPP1PPPRNBQ1BK1
r1bq1rk1ppppbppp3n44R388PPPP1PPPRNBQ1BK1
r1bq1rk1ppppbppp3n44R33P48PPP2PPPRNBQ1BK1
r1bq1rk1pppp1ppp3n1b24R33P48PPP2PPPRNBQ1BK1
r1bq1rk1pppp1ppp3n1b283P48PPP2PPPRNBQRBK1
r1bqr1k1pppp1ppp3n1b283P48PPP2PPPRNBQRBK1
r1bqr1k1pppp1ppp3n1b283P42P5PP3PPPRNBQRBK1
r1bq2k1pppp1ppp3n1b283P42P5PP3PPPRNBQrBK1
r1bq2k1pppp1ppp3n1b283P42P5PP3PPPRNB1QBK1
r1bq2k1pppp1ppp5b25n23P42P5PP3PPPRNB1QBK1
r1bq2k1pppp1ppp5b25n23P1B22P5PP3PPPRN2QBK1
r1bq2k1ppp2ppp3p1b25n23P1B22P5PP3PPPRN2QBK1
r1bq2k1ppp2ppp3p1b25n23P1B22P5PP1N1PPPR3QBK1
r2q2k1ppp2ppp3pbb25n23P1B22P5PP1N1PPPR3QBK1
r2q2k1ppp2ppp3pbb25n23P1B22PB4PP1N1PPPR3Q1K1
r2q2k1ppp2ppp3pbb283P1B1n2PB4PP1N1PPPR3Q1K1
r2q2k1ppp2ppp3pbb283PNB1n2PB4PP3PPPR3Q1K1
r2q2k1ppp2ppp3pbbn183PNB22PB4PP3PPPR3Q1K1
r2q2k1ppp2ppp3pbbn183PN32PB4PP1B1PPPR3Q1K1
r2q2k1ppp2ppp4bbn13p43PN32PB4PP1B1PPPR3Q1K1
r2q2k1ppp2ppp4bbn12Np43P42PB4PP1B1PPPR3Q1K1
r1bq2k1ppp2ppp5bn12Np43P42PB4PP1B1PPPR3Q1K1
r1bq2k1ppp2ppp5bn12Np43P42PBQ3PP1B1PPPR5K1
r1bq2k1p1p2ppp1p3bn12Np43P42PBQ3PP1B1PPPR5K1
r1bq2k1p1p2ppp1p3bn13p43P41NPBQ3PP1B1PPPR5K1
r1b3k1p1p2ppp1p1q1bn13p43P41NPBQ3PP1B1PPPR5K1
r1b1Q1k1p1p2ppp1p1q1bn13p43P41NPB4PP1B1PPPR5K1
r1b1Qnk1p1p2ppp1p1q1b23p43P41NPB4PP1B1PPPR5K1
r1b1Qnk1p1p2ppp1p1q1b23p43P41NPB4PP1B1PPP4R1K1
r3Qnk1pbp2ppp1p1q1b23p43P41NPB4PP1B1PPP4R1K1
r4nk1pbp2ppp1p1q1b23p43P41NPBQ3PP1B1PPP4R1K1
r5k1pbp2ppp1p1qnb23p43P41NPBQ3PP1B1PPP4R1K1
r5k1pbp2ppp1p1qnb23p43P41NPB1Q2PP1B1PPP4R1K1
3r2k1pbp2ppp1p1qnb23p43P41NPB1Q2PP1B1PPP4R1K1
3r2k1pbp2ppp1p1qnb23p1Q23P41NPB4PP1B1PPP4R1K1
3r1nk1pbp2ppp1p1q1b23p1Q23P41NPB4PP1B1PPP4R1K1
3r1nk1pbp2ppp1p1q1b23p1Q23P1B21NPB4PP3PPP4R1K1
3r1nk1pbp2ppp1pq2b23p1Q23P1B21NPB4PP3PPP4R1K1
3r1nk1pbp2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
2br1nk1p1p2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
2br1nk1p1p2ppp1pq2b23p3Q3P1B22PB4PP1N1PPP4R1K1
2br1nk1p1p2p1p1pq2bp13p3Q3P1B22PB4PP1N1PPP4R1K1
2br1nk1p1p2p1p1pq2bp13p43P1B22PB4PP1NQPPP4R1K1
2br2k1p1p2p1p1pq1nbp13p43P1B22PB4PP1NQPPP4R1K1
2br2k1p1p2p1p1pq1nbp13p43P42PB2B1PP1NQPPP4R1K1
2br2k1pqp2p1p1p2nbp13p43P42PB2B1PP1NQPPP4R1K1
2br2k1pqp2p1p1p2nbp13p43P42PB1NB1PP2QPPP4R1K1
2br2k1pq3p1p1p2nbp12pp43P42PB1NB1PP2QPPP4R1K1
2br2k1pq3p1p1p2nbp12Pp482PB1NB1PP2QPPP4R1K1
2br2k1pq3p1p4nbp12pp482PB1NB1PP2QPPP4R1K1
2br2k1pq3p1p4nbp12ppN382PB2B1PP2QPPP4R1K1
2br2k1pq3p1p4nbp13pN32p52PB2B1PP2QPPP4R1K1
